#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名
32,HW.DI010602.PV,EF层#1角油枪吹扫气动门已关,30HJM13AA0034,BOOL,,,HW.DI010602.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
33,HW.DI010603.PV,EF层#1角油枪进油汽动门已开,30HJF13AA0023,BOOL,,,HW.DI010603.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
34,HW.DI010604.PV,EF层#1角油枪进油汽动门已关,30HJF13AA0024,BOOL,,,HW.DI010604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
35,HW.DI010605.PV,EF层#1角油枪进到位,30HJF13AZ1013,BOOL,,,HW.DI010605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
36,HW.DI010606.PV,EF层#1角油枪退到位,30HJF13AZ1014,BOOL,,,HW.DI010606.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
37,HW.DI010607.PV,EF层#1角油枪安装到位,30HJF13AZ1015,BOOL,,,HW.DI010607.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
38,HW.DI010608.PV,EF层#1角点火枪进到位,30HJF13AZ0013,BOOL,,,HW.DI010608.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
39,HW.DI010609.PV,EF层#1角点火枪退到位,30HJF13AZ0014,BOOL,,,HW.DI010609.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
40,HW.DI010610.PV,EF层#1角点火器在点火,30HJF13AV0012,BOOL,,,HW.DI010610.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
41,HW.DI010611.PV,EF层#1角控制柜就地操作,30HJF13AZ2015,BOOL,,,HW.DI010611.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
42,HW.DI010612.PV,E磨煤机出口E1气动快关门已开,30HHE51AA0213,BOOL,,,HW.DI010612.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
43,HW.DI010613.PV,E磨煤机出口E1气动快关门已关,30HHE51AA0214,BOOL,,,HW.DI010613.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
44,HW.DI010615.PV,有线需确认名称,,BOOL,,,HW.DI010615.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
45,HW.DI010616.PV,E磨煤机油站冷却水调阀故障,,BOOL,,,HW.DI010616.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
46,HW.RT020101.PV,E磨煤机电机线圈温度2,30HFC50CT104,FLOAT,,,HW.RT020101.PV,,,600,-100,0,S001,A001,Y,,20000,100,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
47,HW.RT020102.PV,E磨煤机减速机轴承温度2,30HFC55CT104,FLOAT,,,HW.RT020102.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
48,HW.RT020105.PV,E磨煤机电机轴承温度2,30HFC50CT116,FLOAT,,,HW.RT020105.PV,,,600,-100,0,S001,A001,Y,,20000,70,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
49,HW.RT020108.PV,30CRA06机柜温度,,FLOAT,,,HW.RT020108.PV,,,600,-100,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
50,HW.DQ020201.PV,E层#2角煤粉火焰SET,30HHA25CB10101,BOOL,,,HW.DQ020201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
51,HW.DQ020202.PV,EF层#2角油火焰SET,30HJF23CB10101,BOOL,,,HW.DQ020202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
52,HW.DQ020203.PV,F层#2角煤粉火焰SET,30HHA26CB10101,BOOL,,,HW.DQ020203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
53,HW.DQ020204.PV,开EF层#2角油枪吹扫气动门,30HJM23AA0031,BOOL,,,HW.DQ020204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
54,HW.DQ020206.PV,开EF层#2角油枪进油气动门,30HJF23AA0021,BOOL,,,HW.DQ020206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
55,HW.DQ020208.PV,进EF层#2角油枪,30HJF23AZ1011,BOOL,,,HW.DQ020208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
56,HW.DQ020209.PV,退EF层#1角油枪,30HJF23AZ1012,BOOL,,,HW.DQ020209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
57,HW.DQ020210.PV,进EF层#2角点火枪,30HJF23AZ0011,BOOL,,,HW.DQ020210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
58,HW.DQ020211.PV,启动EF层#2角点火器,30HJF23AV0011,BOOL,,,HW.DQ020211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
59,HW.DQ020212.PV,开E磨煤机进口冷风气动快关门,30HFE15AA0211,BOOL,,,HW.DQ020212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
60,HW.DQ020213.PV,关E磨煤机进口冷风气动快关门,30HFE15AA0212,BOOL,,,HW.DQ020213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
61,HW.DQ020214.PV,退EF层#2角点火枪,,BOOL,,,HW.DQ020214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
62,HW.TC020301.PV,E磨煤机一次风温度1,30HFE35CT101,FLOAT,,,HW.TC020301.PV,,,1200,-50,0,S001,A001,Y,,20000,300,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
63,HW.DI020401.PV,E给煤机运行,30HFB50AF0013,BOOL,,,HW.DI020401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
64,HW.DI020403.PV,E给煤机清扫链运行中,30HFB50GH00105,BOOL,,,HW.DI020403.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
65,HW.DI020404.PV,E给煤机清扫链故障,30HFB50GH00107,BOOL,,,HW.DI020404.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
66,HW.DI020405.PV,E给煤机故障,30HFB50GH00108,BOOL,,,HW.DI020405.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
67,HW.DI020406.PV,E给煤机在遥控方式,30HFB50GH00109,BOOL,,,HW.DI020406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
68,HW.DI020407.PV,E给煤机出口堵煤,30HFB50GH00112,BOOL,,,HW.DI020407.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
69,HW.DI020408.PV,E给煤机进口堵煤,30HFB50GH00113,BOOL,,,HW.DI020408.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
70,HW.DI020409.PV,E给煤机断煤,30HFB50GH00114,BOOL,,,HW.DI020409.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
71,HW.DI020410.PV,E给煤机控制系统故障,30HFB50GH00115,BOOL,,,HW.DI020410.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
72,HW.DI020411.PV,有线需确认名称,,BOOL,,,HW.DI020411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
73,HW.DI020412.PV,E磨石子煤斗气动排渣一次门开到位,,BOOL,,,HW.DI020412.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
74,HW.DI020413.PV,E磨石子煤斗气动排渣一次门关到位,,BOOL,,,HW.DI020413.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
75,HW.DI020416.PV,30CRA06机柜电源故障,,BOOL,,,HW.DI020416.PV,,,2,-1,0,S001,A255,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
76,HW.DI020601.PV,EF层#2角油枪吹扫气动门已开,30HJM23AA0033,BOOL,,,HW.DI020601.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
77,HW.DI020602.PV,EF层#2角油枪吹扫气动门已关,30HJM23AA0034,BOOL,,,HW.DI020602.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
78,HW.DI020603.PV,EF层#2角油枪进油汽动门已开,30HJF23AA0023,BOOL,,,HW.DI020603.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
79,HW.DI020604.PV,EF层#2角油枪进油汽动门已关,30HJF23AA0024,BOOL,,,HW.DI020604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
80,HW.DI020605.PV,EF层#2角油枪进到位,30HJF23AZ1013,BOOL,,,HW.DI020605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
81,HW.DI020606.PV,EF层#2角油枪退到位,30HJF23AZ1014,BOOL,,,HW.DI020606.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
82,HW.DI020607.PV,EF层#2角油枪安装到位,30HJF23AZ1015,BOOL,,,HW.DI020607.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
83,HW.DI020608.PV,EF层#2角点火枪进到位,30HJF23AZ0013,BOOL,,,HW.DI020608.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
84,HW.DI020609.PV,EF层#2角点火枪退到位,30HJF23AZ0014,BOOL,,,HW.DI020609.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
85,HW.DI020610.PV,EF层#2角点火器在点火,30HJF23AV0012,BOOL,,,HW.DI020610.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
86,HW.DI020611.PV,EF层#2角控制柜就地操作,30HJF23AZ2015,BOOL,,,HW.DI020611.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
87,HW.DI020612.PV,E磨煤机出口E2气动快关门已开,30HHE52AA0213,BOOL,,,HW.DI020612.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
88,HW.DI020613.PV,E磨煤机出口E2气动快关门已关,30HHE52AA0214,BOOL,,,HW.DI020613.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
89,HW.RT030101.PV,E磨煤机电机线圈温度3,30HFC50CT105,FLOAT,,,HW.RT030101.PV,,,600,-100,0,S001,A001,Y,,20000,100,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
90,HW.RT030103.PV,E磨煤机减速机轴承温度5,30HFC55CT107,FLOAT,,,HW.RT030103.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
91,HW.RT030105.PV,E磨煤机润滑油温度,30HFC55CT102,FLOAT,,,HW.RT030105.PV,,,600,-100,0,S001,A001,Y,,20000,55,35,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
92,HW.DQ030201.PV,E磨煤机润滑油站电加热器合闸命令,30HFC55AH0011,BOOL,,,HW.DQ030201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
93,HW.DQ030202.PV,E磨煤机润滑油站电加热器跳闸命令,30HFC55AH0012,BOOL,,,HW.DQ030202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
94,HW.DQ030205.PV,开E给煤机进口电动门,30HFB50AA0411,BOOL,,,HW.DQ030205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
95,HW.DQ030206.PV,关E给煤机进口电动门,30HFB50AA0412,BOOL,,,HW.DQ030206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
96,HW.DQ030207.PV,停E给煤机,30HFB50AF0012,BOOL,,,HW.DQ030207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
97,HW.DQ030208.PV,启动E给煤机,30HFB50AF0011,BOOL,,,HW.DQ030208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
98,HW.DQ030209.PV,E磨煤机投运,30DCS010FGD,BOOL,,,HW.DQ030209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
99,HW.DQ030213.PV,E磨煤机合闸命令,30HFC50AJ0011,BOOL,,,HW.DQ030213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
100,HW.DQ030214.PV,E磨煤机跳闸命令,30HFC50AJ0012,BOOL,,,HW.DQ030214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
101,HW.TC030301.PV,E磨煤机一次风温度2,30HFE35CT102,FLOAT,,,HW.TC030301.PV,,,1200,-50,0,S001,A001,Y,,20000,300,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
102,HW.DI030401.PV,E给煤机进口电动门已开,30HFB50AA0413,BOOL,,,HW.DI030401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
103,HW.DI030402.PV,E给煤机进口电动门已关,30HFB50AA0414,BOOL,,,HW.DI030402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
104,HW.DI030403.PV,E给煤机进口电动门力矩故障,30HFB50AA0415,BOOL,,,HW.DI030403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
105,HW.DI030404.PV,E给煤机进口电动门远程模式,30HFB50AA0416,BOOL,,,HW.DI030404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
106,HW.DI030405.PV,E磨煤机润滑油站电加热器运行,30HFC55AH0013,BOOL,,,HW.DI030405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
107,HW.DI030409.PV,E磨煤机就地动力柜控制电源消失,30HFC55GH0011,BOOL,,,HW.DI030409.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
108,HW.DI030410.PV,E磨润滑油泵就地动力柜就地控制,30HFC55GH0012,BOOL,,,HW.DI030410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
109,HW.DI030413.PV,E磨煤机润滑油流量低,30HFC55CF001,BOOL,,,HW.DI030413.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
110,HW.DI030414.PV,MFT继电器动作到E磨1,30MFT50205,BOOL,,,HW.DI030414.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
111,HW.DI030415.PV,E磨润滑油站加热器动力柜就地控制,30HFC55GH0022,BOOL,,,HW.DI030415.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
112,HW.DI030501.PV,E磨煤机密封风与磨碗下部差压低,30HFW25CP002,BOOL,,,HW.DI030501.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
113,HW.DI030502.PV,E磨煤机磨碗上下部差压合适,30HFC50CP001,BOOL,,,HW.DI030502.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
114,HW.DI030503.PV,E磨煤机合位,30HFC50AJ0013,BOOL,,,HW.DI030503.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
115,HW.DI030504.PV,E磨煤机跳位1,30HFC50AJ0014,BOOL,,,HW.DI030504.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
116,HW.DI030505.PV,E磨煤机保护装置故障或接触器异常,30HFC50AJ0015,BOOL,,,HW.DI030505.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
117,HW.DI030506.PV,E磨煤机保护动作或熔断器熔断,30HFC50AJ0017,BOOL,,,HW.DI030506.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
118,HW.DI030507.PV,E磨煤机在开关柜就地控制,30HFC50AJ0016,BOOL,,,HW.DI030507.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
119,HW.DI030508.PV,E磨煤机盘车装置脱开,30HFC50DCS03,BOOL,,,HW.DI030508.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
120,HW.DI030509.PV,E磨煤机油箱温度高,30HFC55CT001H,BOOL,,,HW.DI030509.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
121,HW.DI030510.PV,E磨煤机油箱温度低,30HFC55CT001L,BOOL,,,HW.DI030510.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
122,HW.DI030513.PV,E煤层火检丧失火焰三支以上,30FSSS22HFC-I,BOOL,,,HW.DI030513.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
123,HW.DI030515.PV,RB后跳E磨输出1,,BOOL,,,HW.DI030515.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
124,HW.AI030601.PV,E磨煤机密封风与磨碗下部差压,30HFW25CP101,FLOAT,,,HW.AI030601.PV,,,18,0,0,S001,A001,Y,,20000,18,2,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
