#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名,
244,HW.DI060301.PV,3B磨煤机动态分离器变频电机冷却风,,BOOL,,,HW.DI060301.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
245,HW.DI060302.PV,3B磨煤机动态分离器风扇照明电源,,,BOOL,,,HW.DI060302.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,无签名,,,,,,,,,,,0,0,0
246,HW.DI060303.PV,3B磨煤机动态分离器变频器准备信号,,BOOL,,,HW.DI060303.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
247,HW.DI060304.PV,3B磨煤机动态分离器变频器运行信号,,BOOL,,,HW.DI060304.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
248,HW.DI060305.PV,3B磨煤机动态分离器变频器故障信号,,BOOL,,,HW.DI060305.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
249,HW.DI060307.PV,#3炉磨煤机动态分离器电源柜至3B动,,BOOL,,,HW.DI060307.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
250,HW.DI060308.PV,FSSS跳闸停B磨煤机2,,BOOL,,,HW.DI060308.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
251,HW.DI060309.PV,MFT继电器动作到B磨3,,BOOL,,,HW.DI060309.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
252,HW.DI060310.PV,B磨煤机油站冷却水调阀故障,,BOOL,,,HW.DI060310.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
253,HW.DI060311.PV,FSSS第二路电源失电,,BOOL,,,HW.DI060311.PV,,,2,-1,0,S001,A255,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
254,HW.DI060312.PV,B磨润滑油站加热器动力柜就地控制,30HFC25GH0022,BOOL,,,HW.DI060312.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
255,HW.DI060313.PV,#3炉BC联络给煤机反向准备就绪,,BOOL,,,HW.DI060313.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
256,HW.DI060314.PV,#3炉BC联络给煤机运行信号,,BOOL,,,HW.DI060314.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
257,HW.DI060316.PV,30CRA03机柜电源故障,,BOOL,,,HW.DI060316.PV,,,2,-1,0,S001,A255,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
