#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名
34,HW.DI010316.PV,备用DI-KM234A,,BOOL,,,HW.DI010316.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
35,HW.DI010401.PV,D磨煤机合位,30HFC40AJ0013,BOOL,,,HW.DI010401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
36,HW.DI010402.PV,D磨煤机跳位1,30HFC40AJ0014,BOOL,,,HW.DI010402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
37,HW.DI010403.PV,D磨煤机保护装置故障或接触器异常,30HFC40AJ0015,BOOL,,,HW.DI010403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
38,HW.DI010404.PV,D磨煤机保护动作或熔断器熔断,30HFC40AJ0017,BOOL,,,HW.DI010404.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
39,HW.DI010405.PV,D磨煤机在开关柜就地控制,30HFC40AJ0016,BOOL,,,HW.DI010405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
40,HW.DI010406.PV,D磨煤机盘车装置脱开,30HFC40DCS03,BOOL,,,HW.DI010406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
41,HW.DI010407.PV,D磨煤机油箱温度高,30HFC45CT001H,BOOL,,,HW.DI010407.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
42,HW.DI010408.PV,D磨煤机油箱温度低,30HFC45CT001L,BOOL,,,HW.DI010408.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
43,HW.DI010409.PV,D磨煤机润滑油压力低低,30HFC45CP003,BOOL,,,HW.DI010409.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
44,HW.DI010410.PV,D磨煤机润滑油箱油位低,30HFC45CL001,BOOL,,,HW.DI010410.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
45,HW.DI010412.PV,D磨煤机出口D3气动快关门已开,30HHE43AA0213,BOOL,,,HW.DI010412.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
46,HW.DI010413.PV,D磨煤机出口D3气动快关门已关,30HHE43AA0214,BOOL,,,HW.DI010413.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
47,HW.DI010414.PV,D给煤机清扫连自动模式,30HFB40GH00117,BOOL,,,HW.DI010414.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
48,HW.DI010415.PV,D给煤机给煤量偏差大,30HFB40GH00118,BOOL,,,HW.DI010415.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
49,HW.DI010416.PV,RB后跳D磨输出1,,BOOL,,,HW.DI010416.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
50,HW.AQ010501.PV,D磨动态分离器指令,30HFC40CS1010,FLOAT,,,HW.AQ010501.PV,,,50,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
51,HW.AQ010502.PV,D给煤机给煤指令,30HFB40GH00101,FLOAT,,,HW.AQ010502.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
52,HW.AQ010503.PV,D磨煤机进口热风电动调节风门指令,30HFE24AA1010,FLOAT,,,HW.AQ010503.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
53,HW.AQ010504.PV,D磨煤机进口冷风电动调节风门指令,30HFE14AA1010,FLOAT,,,HW.AQ010504.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
54,HW.AQ010506.PV,D磨煤机油站冷却水调阀指令,,FLOAT,,,HW.AQ010506.PV,,,100,0,0,S001,,Y,,105,102,-2,-5,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
55,HW.AI010601.PV,D给煤机瞬时给煤量,30HFB40GH00102,FLOAT,,,HW.AI010601.PV,,,65,0,0,S001,A001,Y,,20000,65,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
56,HW.AI010602.PV,D磨煤机一次风流量1,30HFE34CF101A,FLOAT,,,HW.AI010602.PV,,,1,-0.5,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
57,HW.AI010603.PV,D磨煤机进口热风电动调节风门位置,30HFE24AA1019,FLOAT,,,HW.AI010603.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
58,HW.AI010604.PV,D磨煤机进口冷风电动调节风门位置,30HFE14AA1019,FLOAT,,,HW.AI010604.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
59,HW.AI010605.PV,D磨煤机润滑油压力,30HFC45CP101,FLOAT,,,HW.AI010605.PV,,,1,0,0,S001,A001,Y,,20000,1,0.15,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
60,HW.AI010606.PV,D磨煤机出口风道#2角一次风速,30HHE42CP102,FLOAT,,,HW.AI010606.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
61,HW.AI010607.PV,D磨煤机油站冷却水调阀反馈,,FLOAT,,,HW.AI010607.PV,,,100,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
62,HW.AI010608.PV,备用AI-KM231A,,FLOAT,,,HW.AI010608.PV,,,100,0,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
63,HW.RT020101.PV,D磨煤机电机线圈温度3,30HFC40CT105,FLOAT,,,HW.RT020101.PV,,,600,-100,0,S001,A001,Y,,20000,100,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
64,HW.RT020102.PV,D磨煤机电机轴承温度1,30HFC40CT115,FLOAT,,,HW.RT020102.PV,,,600,-100,0,S001,A001,Y,,20000,70,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
65,HW.RT020103.PV,D磨煤机油箱温度,30HFC45CT101,FLOAT,,,HW.RT020103.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
66,HW.RT020104.PV,D磨煤机润滑油温度,30HFC45CT102,FLOAT,,,HW.RT020104.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
67,HW.RT020105.PV,D磨煤机减速机轴承温度1,30HFC45CT103,FLOAT,,,HW.RT020105.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
68,HW.RT020106.PV,D磨动态分离器上轴承温度,30HFC40CT122,FLOAT,,,HW.RT020106.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
69,HW.RT020107.PV,D磨动态分离器减速机润滑油温,30HFC40CT124,FLOAT,,,HW.RT020107.PV,,,600,-100,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
70,HW.RT020108.PV,备用RT-KM232A,,FLOAT,,,HW.RT020108.PV,,,600,-100,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
71,HW.DQ020201.PV,开D磨煤机进口冷风气动快关门,30HFE14AA0211,BOOL,,,HW.DQ020201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
72,HW.DQ020202.PV,关D磨煤机进口冷风气动快关门,30HFE14AA0212,BOOL,,,HW.DQ020202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
73,HW.DQ020203.PV,D磨煤机润滑油泵合闸指令,30HFC45AP0011,BOOL,,,HW.DQ020203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
74,HW.DQ020204.PV,D磨煤机润滑油泵跳闸指令,30HFC45AP0012,BOOL,,,HW.DQ020204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
75,HW.DQ020205.PV,开D给煤机出口电动插板门,30HFB40AA0421,BOOL,,,HW.DQ020205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
76,HW.DQ020206.PV,关D给煤机出口电动插板门,30HFB40AA0422,BOOL,,,HW.DQ020206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
77,HW.DQ020207.PV,开D磨煤机出口气动快关门,30HFW34AA0011,BOOL,,,HW.DQ020207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
78,HW.DQ020208.PV,关D磨煤机出口气动快关门,30HFW34AA0012,BOOL,,,HW.DQ020208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
79,HW.DQ020209.PV,开D磨煤机进口热风气动快关门,30HFE24AA0211,BOOL,,,HW.DQ020209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
80,HW.DQ020210.PV,关D磨煤机进口热风气动快关门,30HFE24AA0212,BOOL,,,HW.DQ020210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
81,HW.DQ020211.PV,D磨动态分离器合闸指令,,BOOL,,,HW.DQ020211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
82,HW.DQ020212.PV,D磨动态分离器跳闸指令,,BOOL,,,HW.DQ020212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
83,HW.DQ020213.PV,开D磨煤机密封风电动风门,30HFW24AA0021,BOOL,,,HW.DQ020213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
84,HW.DQ020214.PV,关D磨煤机密封风电动风门,30HFW24AA0022,BOOL,,,HW.DQ020214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
85,HW.DQ020216.PV,备用DQ-KM235B,,BOOL,,,HW.DQ020216.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
86,HW.TC020301.PV,D磨煤机一次风温度1,30HFE34CT101,FLOAT,,,HW.TC020301.PV,,,1200,-50,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
87,HW.TC020302.PV,备用TC-KM233A,,FLOAT,,,HW.TC020302.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
88,HW.TC020303.PV,备用TC-KM233A,,FLOAT,,,HW.TC020303.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
89,HW.TC020304.PV,备用TC-KM233A,,FLOAT,,,HW.TC020304.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
90,HW.TC020305.PV,备用TC-KM233A,,FLOAT,,,HW.TC020305.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
91,HW.TC020306.PV,备用TC-KM233A,,FLOAT,,,HW.TC020306.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
92,HW.TC020307.PV,备用TC-KM233A,,FLOAT,,,HW.TC020307.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
93,HW.TC020308.PV,备用TC-KM233A,,FLOAT,,,HW.TC020308.PV,,,1200,-50,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
94,HW.DI020401.PV,D给煤机进口电动门已开,30HFB40AA0413,BOOL,,,HW.DI020401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
95,HW.DI020402.PV,D给煤机进口电动门已关,30HFB40AA0414,BOOL,,,HW.DI020402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
96,HW.DI020403.PV,D给煤机进口电动门力矩故障,30HFB40AA0415,BOOL,,,HW.DI020403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
97,HW.DI020404.PV,D给煤机进口电动门远程模式,30HFB40AA0416,BOOL,,,HW.DI020404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
98,HW.DI020405.PV,D给煤机出口电动插板门已开,30HFB40AA0423,BOOL,,,HW.DI020405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
99,HW.DI020406.PV,D给煤机出口电动插板门已关,30HFB40AA0424,BOOL,,,HW.DI020406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
100,HW.DI020407.PV,D给煤机出口电动插板门故障,30HFB40AA0425,BOOL,,,HW.DI020407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
101,HW.DI020408.PV,D磨煤机润滑油泵运行,30HFC45AP0013,BOOL,,,HW.DI020408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
102,HW.DI020409.PV,RB后跳D磨输出2,,BOOL,,,HW.DI020409.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
103,HW.DI020410.PV,D磨煤机润滑油泵过载,30HFC45AP0015,BOOL,,,HW.DI020410.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
104,HW.DI020411.PV,D磨煤机润滑油站电加热器运行,30HFC45AH0013,BOOL,,,HW.DI020411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
105,HW.DI020412.PV,D磨煤机密封风与磨碗下部差压低,30HFW24CP002,BOOL,,,HW.DI020412.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
106,HW.DI020414.PV,备用DI-KM234A,,BOOL,,,HW.DI020414.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
107,HW.DI020415.PV,D磨煤机就地动力柜控制电源消失,30HFC45GH0011,BOOL,,,HW.DI020415.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
108,HW.DI020416.PV,D磨润滑油泵就地动力柜就地控制,30HFC45GH0012,BOOL,,,HW.DI020416.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
109,HW.DI020501.PV,D磨煤机油站冷却水调阀故障,,BOOL,,,HW.DI020501.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
110,HW.DI020502.PV,D磨煤机磨碗上下部差压合适,30HFC40CP001,BOOL,,,HW.DI020502.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
111,HW.DI020503.PV,D磨煤机出口D4气动快关门已开,30HHE44AA0213,BOOL,,,HW.DI020503.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
112,HW.DI020504.PV,D磨煤机出口D4气动快关门已关,30HHE44AA0214,BOOL,,,HW.DI020504.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
113,HW.DI020505.PV,D磨煤机密封风电动风门已开,30HFW24AA0023,BOOL,,,HW.DI020505.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
114,HW.DI020506.PV,D磨煤机密封风电动风门已关,30HFW24AA0024,BOOL,,,HW.DI020506.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
115,HW.DI020507.PV,D磨煤机密封风电动风门故障,30HFW24AA0025,BOOL,,,HW.DI020507.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
116,HW.DI020508.PV,D磨煤机进口热风气动快关门已开,30HFE24AA0213,BOOL,,,HW.DI020508.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
117,HW.DI020509.PV,D磨煤机进口热风气动快关门已关,30HFE24AA0214,BOOL,,,HW.DI020509.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
118,HW.DI020510.PV,D磨煤机进口冷风气动快关门已开,30HFE14AA0213,BOOL,,,HW.DI020510.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
119,HW.DI020511.PV,D磨煤机进口冷风气动快关门已关,30HFE14AA0214,BOOL,,,HW.DI020511.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
120,HW.DI020513.PV,MFT继电器动作到D磨1,,BOOL,,,HW.DI020513.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
121,HW.DI020514.PV,备用DI-KM234A,,BOOL,,,HW.DI020514.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
122,HW.DI020516.PV,备用DI-KM234A,,BOOL,,,HW.DI020516.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
123,HW.AI020601.PV,D磨动态分离器变频器频率反馈,30HFC40CS1019,FLOAT,,,HW.AI020601.PV,,,50,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
124,HW.AI020602.PV,D磨煤机润滑油泵电流,30HFC45AP0019,FLOAT,,,HW.AI020602.PV,,,20,0,0,S001,A001,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
125,HW.AI020603.PV,备用AI-KM231A,,FLOAT,,,HW.AI020603.PV,,,100,0,0,S001,,Y,,20000,10000,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
