#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名
124,HW.DQ040202.PV,AB层#3角油火焰SET,30HJF31CB10101,BOOL,,,HW.DQ040202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
125,HW.DQ040203.PV,B层#3角煤粉火焰SET,30HHA32CB10101,BOOL,,,HW.DQ040203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
126,HW.DQ040204.PV,开AB层#3角油枪吹扫气动门,30HJM31AA0031,BOOL,,,HW.DQ040204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
127,HW.DQ040206.PV,开AB层#3角油枪进油气动门,30HJF31AA0021,BOOL,,,HW.DQ040206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
128,HW.DQ040208.PV,进AB层#3角油枪,30HJF31AZ1011,BOOL,,,HW.DQ040208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
129,HW.DQ040209.PV,退AB层#3角油枪,30HJF31AZ1012,BOOL,,,HW.DQ040209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
130,HW.DQ040210.PV,进AB层#3角点火枪,30HJF31AZ0011,BOOL,,,HW.DQ040210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
131,HW.DQ040211.PV,启动AB层#3角点火器,30HJF31AV0011,BOOL,,,HW.DQ040211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
132,HW.DQ040212.PV,退AB层#3角点火枪,30HJF31AZ0012,BOOL,,,HW.DQ040212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
133,HW.DQ040213.PV,A磨煤机石子煤斗料位高,,BOOL,,,HW.DQ040213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
134,HW.RT040401.PV,A磨煤机电机线圈温度4,30HFC10CT106,FLOAT,,,HW.RT040401.PV,,,600,-100,0,S001,A001,Y,,20000,100,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
135,HW.RT040404.PV,A磨煤机电机后轴承温度1,30HFC10CT116,FLOAT,,,HW.RT040404.PV,,,600,-100,0,S001,A001,Y,,20000,70,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
136,HW.RT040405.PV,A磨煤机减速机轴承温度3,30HFC15CT105,FLOAT,,,HW.RT040405.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
137,HW.RT040407.PV,A磨煤机润滑油温度2,30HFC15CT117,FLOAT,,,HW.RT040407.PV,,,600,-100,0,S001,A001,Y,,20000,55,35,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
138,HW.DI040601.PV,AB层#3角油枪吹扫气动门已开,30HJM31AA0033,BOOL,,,HW.DI040601.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
139,HW.DI040602.PV,AB层#3角油枪吹扫气动门已关,30HJM31AA0034,BOOL,,,HW.DI040602.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
140,HW.DI040603.PV,AB层#3角油枪进油气动门已开,30HJF31AA0023,BOOL,,,HW.DI040603.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
141,HW.DI040604.PV,AB层#3角油枪进油气动门已关,30HJF31AA0024,BOOL,,,HW.DI040604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
142,HW.DI040605.PV,AB层#3角油枪进到位,30HJF31AZ1013,BOOL,,,HW.DI040605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
143,HW.DI040606.PV,AB层#3角油枪退到位,30HJF31AZ1014,BOOL,,,HW.DI040606.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
144,HW.DI040607.PV,AB层#3角油枪安装到位,30HJF31AZ1015,BOOL,,,HW.DI040607.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
145,HW.DI040608.PV,AB层#3角点火枪进到位,30HJF31AZ0013,BOOL,,,HW.DI040608.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
146,HW.DI040609.PV,AB层#3角点火枪退到位,30HJF31AZ0014,BOOL,,,HW.DI040609.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
147,HW.DI040610.PV,AB层#3角点火器正在点火,30HJF31AV0012,BOOL,,,HW.DI040610.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
148,HW.DI040611.PV,AB层#3角控制柜就地操作,30HJF31AZ2015,BOOL,,,HW.DI040611.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
149,HW.DI040612.PV,A磨煤机出口A3气动快关门已开,30HHE13AA0213,BOOL,,,HW.DI040612.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
150,HW.DI040613.PV,A磨煤机出口A3气动快关门已关,30HHE13AA0214,BOOL,,,HW.DI040613.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
151,HW.DI040616.PV,MFT继电器动作到A磨3,,BOOL,,,HW.DI040616.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
152,HW.RT050101.PV,A磨煤机出口温度1,30HFC10CT101,FLOAT,,,HW.RT050101.PV,,,600,-100,0,S001,A001,Y,,20000,90,60,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
153,HW.RT050102.PV,A磨煤机减速轴承温度6,30HFC15CT108,FLOAT,,,HW.RT050102.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
154,HW.RT050103.PV,A磨煤机电机线圈温度3,30HFC10CT105,FLOAT,,,HW.RT050103.PV,,,600,-100,0,S001,A001,Y,,20000,100,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
155,HW.RT050104.PV,A磨煤机减速机轴承温度1,30HFC15CT103,FLOAT,,,HW.RT050104.PV,,,600,-100,0,S001,A001,Y,,20000,75,-10000,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
156,HW.DQ050201.PV,A层#4角煤粉火焰SET,30HHA41CB10101,BOOL,,,HW.DQ050201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
157,HW.DQ050202.PV,AB层#4角油火焰SET,30HJF41CB10101,BOOL,,,HW.DQ050202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
158,HW.DQ050203.PV,B层#4角煤粉火焰SET,30HHA42CB10101,BOOL,,,HW.DQ050203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
159,HW.DQ050204.PV,开AB层#4角油枪吹扫气动门,30HJM41AA0031,BOOL,,,HW.DQ050204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
160,HW.DQ050206.PV,开AB层#4角油枪进油气动门,30HJF41AA0021,BOOL,,,HW.DQ050206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
161,HW.DQ050208.PV,进AB层#4角油枪,30HJF41AZ1011,BOOL,,,HW.DQ050208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
162,HW.DQ050209.PV,退AB层#4角油枪,30HJF41AZ1012,BOOL,,,HW.DQ050209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
163,HW.DQ050210.PV,进AB层#4角点火枪,30HJF41AZ0011,BOOL,,,HW.DQ050210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
164,HW.DQ050211.PV,启动AB层#4角点火器,30HJF41AV0011,BOOL,,,HW.DQ050211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
165,HW.DQ050212.PV,退AB层#4角点火枪,30HJF41AZ0012,BOOL,,,HW.DQ050212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
166,HW.DI050301.PV,AB层#4角油枪吹扫气动门已开,30HJM41AA0033,BOOL,,,HW.DI050301.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
167,HW.DI050302.PV,AB层#4角油枪吹扫气动门已关,30HJM41AA0034,BOOL,,,HW.DI050302.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
168,HW.DI050303.PV,AB层#4角油枪进油气动门已开,30HJF41AA0023,BOOL,,,HW.DI050303.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
169,HW.DI050304.PV,AB层#4角油枪进油气动门已关,30HJF41AA0024,BOOL,,,HW.DI050304.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
170,HW.DI050305.PV,AB层#4角油枪进到位,30HJF41AZ1013,BOOL,,,HW.DI050305.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
171,HW.DI050306.PV,AB层#4角油枪退到位,30HJF41AZ1014,BOOL,,,HW.DI050306.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
172,HW.DI050307.PV,AB层#4角油枪安装到位,30HJF41AZ1015,BOOL,,,HW.DI050307.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
173,HW.DI050308.PV,AB层#4角点火枪进到位,30HJF41AZ0013,BOOL,,,HW.DI050308.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
174,HW.DI050309.PV,AB层#4角点火枪退到位,30HJF41AZ0014,BOOL,,,HW.DI050309.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
175,HW.DI050310.PV,AB层#4角点火器正在点火,30HJF41AV0012,BOOL,,,HW.DI050310.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
176,HW.DI050311.PV,AB层#4角控制柜就地操作,30HJF41AZ2015,BOOL,,,HW.DI050311.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
177,HW.DI050312.PV,A磨煤机出口A4气动快关门已开,30HHE14AA0213,BOOL,,,HW.DI050312.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
178,HW.DI050313.PV,A磨煤机出口A4气动快关门已关,30HHE14AA0214,BOOL,,,HW.DI050313.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
179,HW.DI050314.PV,A磨石子煤斗气动排渣一次门开到位,,BOOL,,,HW.DI050314.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
180,HW.DI050315.PV,A磨石子煤斗气动排渣一次门关到位,,BOOL,,,HW.DI050315.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
181,HW.AI050501.PV,A磨煤机润滑油压力,30HFC15CP101,FLOAT,,,HW.AI050501.PV,,,1,0,0,S001,A001,Y,,20000,1,0.15,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
182,HW.AI050502.PV,A磨煤机出口风道#1角一次风速,30HHE11CP101,FLOAT,,,HW.AI050502.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
183,HW.AI050503.PV,A磨煤机一次风流量2,30HFE31CF101B,FLOAT,,,HW.AI050503.PV,,,1,-0.5,0,S001,A001,Y,,20000,1,0,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
184,HW.AI050505.PV,B磨煤机CO含量,PLUV B CO DISPLAY,FLOAT,,,HW.AI050505.PV,,,1300,0,0,S001,A001,Y,,20000,1200,10,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
185,HW.AI050506.PV,A磨煤机出口风道#3角一次风速,30HHE13CP103,FLOAT,,,HW.AI050506.PV,,,900,0,0,S001,A001,Y,,20000,37,18,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
186,HW.AI050507.PV,密封风机出口母管压力,30HFW10CP101,FLOAT,,,HW.AI050507.PV,,,18,0,0,S001,A001,Y,,20000,18,10,-20000,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
187,HW.DI050601.PV,B煤层火检丧失火焰三支以上,30FSSS19HFC-I,BOOL,,,HW.DI050601.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
188,HW.DI050603.PV,B磨煤机CO含量报警,,BOOL,,,HW.DI050603.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
189,HW.DI050604.PV,A磨煤机进口热风电动调节风门已开,30HFE21AA1013,BOOL,,,HW.DI050604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
190,HW.DI050605.PV,A磨煤机进口热风电动调节风门已关,30HFE21AA1014,BOOL,,,HW.DI050605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
191,HW.DI050606.PV,A磨煤机进口热风电动调节风门故障,30HFE21AA1015,BOOL,,,HW.DI050606.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
192,HW.DI050607.PV,A磨煤机进口冷风电动调节风门已开,30HFE11AA1013,BOOL,,,HW.DI050607.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
193,HW.DI050608.PV,A磨煤机进口冷风电动调节风门已关,30HFE11AA1014,BOOL,,,HW.DI050608.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
194,HW.DI050609.PV,A磨煤机进口冷风电动调节风门故障,30HFE11AA1015,BOOL,,,HW.DI050609.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
195,HW.DI050610.PV,A磨石子煤斗气动排渣二次门开到位,,BOOL,,,HW.DI050610.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
196,HW.DI050611.PV,A磨石子煤斗气动排渣二次门关到位,,BOOL,,,HW.DI050611.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
197,HW.DI050612.PV,A磨石子煤斗密封板开启,,BOOL,,,HW.DI050612.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
198,HW.DI050613.PV,A磨石子煤斗密封板锁紧,,BOOL,,,HW.DI050613.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
199,HW.DI050614.PV,A磨石子煤斗料位高,,BOOL,,,HW.DI050614.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
200,HW.DI050615.PV,MFT继电器动作到A磨2,,BOOL,,,HW.DI050615.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
201,HW.DQ060201.PV,停A给煤机,30HFB10AF0012,BOOL,,,HW.DQ060201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
202,HW.DQ060202.PV,启A给煤机,30HFB10AF0011,BOOL,,,HW.DQ060202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
203,HW.DQ060203.PV,A磨煤机运行,30DCS006FGD,BOOL,,,HW.DQ060203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
204,HW.DQ060205.PV,A磨煤机润滑油泵合闸指令,30HFC15AP0011,BOOL,,,HW.DQ060205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
205,HW.DQ060206.PV,A磨煤机润滑油泵跳闸指令,30HFC15AP0012,BOOL,,,HW.DQ060206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
206,HW.DQ060207.PV,开A给煤机出口电动插板门,30HFB10AA0421,BOOL,,,HW.DQ060207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
207,HW.DQ060208.PV,关A给煤机出口电动插板门,30HFB10AA0422,BOOL,,,HW.DQ060208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
208,HW.DQ060209.PV,开A磨煤机出口气动快关门,30HFW31AA0011,BOOL,,,HW.DQ060209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
209,HW.DQ060210.PV,关A磨煤机出口气动快关门,30HFW31AA0012,BOOL,,,HW.DQ060210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
210,HW.DQ060211.PV,开A磨煤机进口热风气动快关门,30HFE21AA0211,BOOL,,,HW.DQ060211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
211,HW.DQ060212.PV,关A磨煤机进口热风气动快关门,30HFE21AA0212,BOOL,,,HW.DQ060212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
212,HW.DQ060213.PV,A磨煤机合闸命令,30HFC10AJ0011,BOOL,,,HW.DQ060213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
213,HW.DQ060214.PV,A磨煤机跳闸命令,30HFC10AJ0012,BOOL,,,HW.DQ060214.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
214,HW.DI060301.PV,A给煤机运行,30HFB10AF0013,BOOL,,,HW.DI060301.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
215,HW.DI060303.PV,A给煤机清扫链运行,30HFB10GH00105,BOOL,,,HW.DI060303.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
216,HW.DI060304.PV,A给煤机清扫链故障,30HFB10GH00107,BOOL,,,HW.DI060304.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
217,HW.DI060305.PV,A给煤机故障,30HFB10GH00108,BOOL,,,HW.DI060305.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
218,HW.DI060306.PV,A给煤机在遥控方式,30HFB10GH00109,BOOL,,,HW.DI060306.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
219,HW.DI060307.PV,A给煤机出口堵煤,30HFB10GH00112,BOOL,,,HW.DI060307.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
220,HW.DI060308.PV,A给煤机进口堵煤,30HFB10GH00113,BOOL,,,HW.DI060308.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
221,HW.DI060309.PV,A给煤机断煤,30HFB10GH00114,BOOL,,,HW.DI060309.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
222,HW.DI060310.PV,A给煤机控制系统故障,30HFB10GH00115,BOOL,,,HW.DI060310.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
223,HW.DI060311.PV,A给煤机在容积模式,30HFB10GH00111,BOOL,,,HW.DI060311.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
224,HW.DI060312.PV,A给煤机超温,30HFB10GH00116,BOOL,,,HW.DI060312.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
225,HW.DI060313.PV,A给煤机清扫链自动模式,30HFB10GH00117,BOOL,,,HW.DI060313.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
226,HW.DI060314.PV,A给煤机给煤量偏差大,30HFB10GH00118,BOOL,,,HW.DI060314.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
227,HW.DI060401.PV,A磨煤机密封风与磨碗下部差压低,30HFW21CP002,BOOL,,,HW.DI060401.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
228,HW.DI060402.PV,A磨煤机磨碗上下部差压合适,30HFC10CP001,BOOL,,,HW.DI060402.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
229,HW.DI060403.PV,A磨出口快关门密封风气动门已开,30HFW31AA0013,BOOL,,,HW.DI060403.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
230,HW.DI060404.PV,A磨出口快关门密封风气动门已关,30HFW31AA0014,BOOL,,,HW.DI060404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
231,HW.DI060405.PV,A磨煤机密封风电动风门已开,30HFW21AA0023,BOOL,,,HW.DI060405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
232,HW.DI060406.PV,A磨煤机密封风电动风门已关,30HFW21AA0024,BOOL,,,HW.DI060406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
233,HW.DI060407.PV,A磨煤机密封风电动风门故障,30HFW21AA0025,BOOL,,,HW.DI060407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
234,HW.DI060408.PV,A磨煤机进口热风气动快关门已开,30HFE21AA0213,BOOL,,,HW.DI060408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
235,HW.DI060409.PV,A磨煤机进口热风气动快关门已关,30HFE21AA0214,BOOL,,,HW.DI060409.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
236,HW.DI060410.PV,A磨煤机进口冷风气动快关门已开,30HFE11AA0213,BOOL,,,HW.DI060410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
237,HW.DI060411.PV,A磨煤机进口冷风气动快关门已关,30HFE11AA0214,BOOL,,,HW.DI060411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
238,HW.DI060412.PV,A磨煤机润滑油滤网差压高,,BOOL,,,HW.DI060412.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
239,HW.DI060413.PV,A磨煤机润滑油压力低,,BOOL,,,HW.DI060413.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
240,HW.DI060414.PV,A磨煤机润滑油流量低,30HFC15CF001,BOOL,,,HW.DI060414.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
241,HW.DI060415.PV,MFT继电器动作到A磨1,30MFT50105,BOOL,,,HW.DI060415.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
242,HW.DI060501.PV,A磨煤机合位,30HFC10AJ0013,BOOL,,,HW.DI060501.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
243,HW.DI060502.PV,A磨煤机跳位1,30HFC10AJ0014,BOOL,,,HW.DI060502.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
244,HW.DI060503.PV,A磨煤机保护装置故障或接触器异常,30HFC10AJ0015,BOOL,,,HW.DI060503.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
245,HW.DI060504.PV,A磨煤机保护动作或熔断器熔断,30HFC10AJ0017,BOOL,,,HW.DI060504.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
246,HW.DI060505.PV,A磨煤机在开关柜就地控制,30HFC10AJ0016,BOOL,,,HW.DI060505.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
247,HW.DI060506.PV,A磨煤机盘车装置脱开,30HFC10DCS03,BOOL,,,HW.DI060506.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
248,HW.DI060507.PV,A磨煤机油箱温度高,30HFC15CT001H,BOOL,,,HW.DI060507.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
249,HW.DI060508.PV,A磨煤机油箱温度低,30HFC15CT001L,BOOL,,,HW.DI060508.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
250,HW.DI060511.PV,A煤层火检丧失火焰三支以上,30FSSS18HFC-I,BOOL,,,HW.DI060511.PV,,,2,-1,0,S001,A001,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
251,HW.DI060514.PV,等离子允许启A磨煤机,30BJB20GH00001-I,BOOL,,,HW.DI060514.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0
